,ID,pmid,sen
2145,7691702L8,7691702,"while serum testosterone values did not affect any of the somatotropic parameters measured, there was a previously unreported, inverse relation between serum estradiol and gh bp in controls but not in turner patients."
2146,7691702L9,7691702,"while adult patients with turner syndrome do not display endocrine features of gh insufficiency, a detailed analysis reveals several abnormalities of the interrelation between anthropometric parameters, sex steroids and the pituitary somatomedin axis."
2147,15796617L0,15796617,"garlic (allium sativum l.) is an essential part of polish, ukrainian, and israeli cuisine."
2148,15796617L1,15796617,"the aim of this investigation was to compare the changes in bioactive compounds, proteins, and antioxidant potentials in fresh polish, ukrainian, and israeli garlic samples after subjection to cooking temperature."
2149,15796617L2,15796617,dietary fiber and essential trace elements were comparable.
2150,15796617L3,15796617,"the antioxidant potentials were determined by four scavenging methods using beta carotene, 1,1 diphenyl 2 picrylhydrazyl (dpph), nitric oxide (no), and 2,2' azinobis(3 ethylbenzothiazoline 6 sulfonic acid) diammonium salt (abts(*)(+)) radical cation with k(2)s(2)o(8) or mno(2) assays."
2151,15796617L4,15796617,"polyphenols, tocopherols, proteins, and antioxidant potentials were higher in polish garlic, but not significantly (p > 0.05)."
2152,15796617L5,15796617,the sds  and native page electrophoretic patterns of all three fresh garlic samples were without significant differences.
2153,15796617L6,15796617,"most of the proteins were in the molecular mass range of 24 97 kda, and the more intensive major bands were concentrated at 50 and 12 kda."
2154,15796617L7,15796617,the 50 kda protein nearly disappears and the intensity of the 12 kda lectin bands slightly decreases during cooking.
2155,15796617L8,15796617,"it was observed that the bioactive compounds, antioxidant potential, and proteins in garlic decrease significantly after 20 min of cooking at 100 degrees c (p < 0.05)."
2156,15796617L9,15796617,"in conclusion, (a) the bioactive compounds, electrophoretic patterns, and antioxidant potential of fresh polish, ukrainian, and israeli garlic samples are comparable; (b) garlic samples subjected to 100 degrees c during 20 min preserve their bioactive compounds, antioxidant potential, and protein profile and are comparable with fresh garlic; and (c) fresh garlic should be added to dishes cooked at 100 degrees c in the last 20 min of the cooking process."
2157,12860139L0,12860139,"sensory rhodopsin ii, a repellent phototaxis receptor from natronobacterium pharaonis (npsrii) forms a tight complex with its cognate transducer (nphtrii)."
2158,12860139L1,12860139,"light excitation of the receptor triggers conformational changes in both proteins, thereby activating the cellular two component signalling cascade."
2159,12860139L2,12860139,"in membranes, the two proteins form a 2:2 complex, which dissociates to a 1:1 heterodimer in micelles."
2160,12860139L3,12860139,complexed to the transducer sensory rhodopsin ii is no longer capable of light driven proton pumping.
2161,12860139L4,12860139,"in order to elucidate the dimerisation and the size of the receptor binding domain of the transducer, isothermal titration calorimetry and electrophysiological experiments have been carried out."
2162,12860139L5,12860139,"it is shown, that an n terminal sequence of 114 amino acid residues is sufficient for tight binding (k(d)=240nm; deltah= 17.6kjmol( 1)) and for inhibiting the proton transfer."
2163,12860139L6,12860139,these data and results obtained from selected site directed mutants indicate a synergistic interplay of transducer transmembrane domain (1 82) and cytoplasmic peptide (83 114) leading to an optimal and specific interaction between receptor and transducer.
2164,7891681L0,7891681,saccharomyces cerevisiae general regulatory factor cp1 (encoded by the gene cep1) is required for optimal chromosome segregation and methionine prototrophy.
2165,7891681L1,7891681,met16 cyc1 lacz reporter constructs were used to show that met16 5' flanking dna contains a cp1 dependent upstream activation sequence (uas).
2166,7891681L2,7891681,"activity of the uas required an intact cp1 binding site, and the effects of cis acting mutations on cp1 binding and uas activity correlated."
2167,7891681L3,7891681,"in most respects, met16 cyc1 lacz reporter gene expression mirrored that of chromosomal met16; however, the endogenous gene was found to be activated in response to amino acid starvation (general control)."
2168,7891681L4,7891681,the latter mechanism was both gcn4 and cp1 dependent.
2169,7891681L5,7891681,"met25 was also found to be activated by gcn4, albeit weakly."
2170,7891681L6,7891681,"more importantly, met25 transcription was strongly cp1 dependent in gcn4 backgrounds."
2171,7891681L7,7891681,the modulation of met gene expression by gcn4 can explain discrepancies in the literature regarding cp1 dependence of met gene transcription.
2172,7891681L8,7891681,"lastly, micrococcal nuclease digestion and indirect end labeling were used to analyze the chromatin structure of the met16 locus in wild type and cep1 cells."
2173,7891681L9,7891681,"the results indicated that cp1 plays no major role in configuring chromatin structure in this region, although localized cp1 specific differences in nuclease sensitivity were detected."
2174,1362111L0,1362111,polymorphonuclear leukocytes (pmn) infiltrating into tumors are assumed to be the result of a migration in response to a tumor derived chemotactic factor.
2175,1362111L1,1362111,"it is hypothesized that tumor derived chemotactic factors, which are supposed to be in aggregates, can be exposed by proteolytic degradation of the tumor cell membrane protein (tcm)."
2176,1362111L2,1362111,the tcm suspension made from either sarcoma 180 or ehrlich ascites tumor after incubation with varidase at 37 degrees c for six to eight weeks is referred to as a degraded tcm protein (dtcm).
2177,1362111L3,1362111,the purpose of this study was to detect whether or not the dtcm was chemotactic for pmns.
2178,1362111L4,1362111,"chemotactic activity was assayed by a sponge matrix model and expressed in the number of pmns infiltrating into the sponge per mouse after intrasponge injection of the dtcm, dose range, 0.4 0.005 ml."
2179,1362111L5,1362111,maximal response to dtcm was restricted to the limited dose between 0.01 and 0.02 ml.
2180,1362111L6,1362111,quantities of dtcm > 0.02 ml caused a response in roughly reciprocal proportion to the dose of dtcm.
2181,1362111L7,1362111,changes in the circulating leukocyte count in response to an intravenous (i.v.)
2182,1362111L8,1362111,injection of dtcm was biphasic.
2183,1362111L9,1362111,the initial relative leukopenia was followed by leukocytosis within 24 hours in rats surviving the effect of dtcm doses < 0.5 ml.
2184,1362111L10,1362111,"however, in rats with i.v."
2185,1362111L11,1362111,"injections of higher doses, profound leukopenia was present at death."
2186,1362111L12,1362111,"the mice, after an intraperitoneal (i.p.)"
2187,1362111L13,1362111,"injection of dtcm, dose range, 0.5 1.0 ml, died between 16 and 24 hours after the injection."
2188,1362111L14,1362111,the bone marrow of these mice showed complete depletion of pmns.
2189,1362111L15,1362111,(abstract truncated at 250 words)
2190,14558755L0,14558755,the nitrogen monoxide (no) scavenging activity of grape seed extract (gse) was studied in the tma ptio/noc 7 system.
2191,14558755L1,14558755,the procyanidin rich (>95%) gse showed strong no scavenging activity in the system.
2192,14558755L2,14558755,the activity was found to depend on the condensation rate of cyanidin when synthetic oligomers were tested.
2193,14558755L3,14558755,"investigation of the no scavenging activities of other polyphenols (catechin, epicatechin, epigallocatechin, and epigallocatechin gallate) in the tma ptio/noc 7 system revealed that gallocatechin, epigallocatechin, and epigallocatechin gallate exhibited strong activities."
2194,14558755L4,14558755,"from the results, it was suggested that the high condensation rate of and the gallate ester moiety in procyanidin in gse may play an important role in the no scavenging activity."
2195,14558755L5,14558755,the mechanism of the no scavenging activity of phenolic compounds such as gse is speculated to be as follows: no reacts with phenolic compounds directly to generate phenoxy radicals.
2196,10899003L0,10899003,signalling via the notch receptor is a key regulator of many developmental processes.
