,meshid,name
3509,A11.671.573.520,neurofibrillary_tangles
3510,D02.092.146,aniline_compounds
3511,D02.455.426.559.389.127,benzoates
3512,B01.050.150.900.649.313.992.635.075.250.500,mesocricetus
3513,D03.383.606.515.200,cetirizine
3514,D12.776.543.585.450.074.500.500.500,multidrug_resistance-associated_proteins
3515,D12.776.624.664.700.172,proto-oncogene_proteins_c-cbl
3516,unknown,growth_factor
3517,D12.776.481,intrinsically_disordered_proteins
3518,D23.767.261.050,beta_carotene
3519,unknown,"""beta-carotene_15,15-monooxygenase"""
3520,N06.850.520.830.200,area_under_curve
3521,D03.633.300.240.127,carbamazepine
3522,N06.850.520.830.525,monte_carlo_method
3523,unknown,oxcarbazepine
3524,unknown,inactivation
3525,D12.644.456.448.625,phytochelatins
3526,D12.776.476.525.100,adp-ribosylation_factors
3527,G02.409,hydrophobic_and_hydrophilic_interactions
3528,E05.601.870,two-hybrid_system_techniques
3529,D12.776.543.990.775,snare_proteins
3530,D12.776.543.990,vesicular_transport_proteins
3531,G04.468,exocytosis
3532,D12.776.476.525.400,rab_gtp-binding_proteins
3533,E02.319.452.150,estrogen_replacement_therapy
3534,G08.686.841.249.500.625,postmenopause
3535,D13.570.800.453,guanosine
3536,D03.633.100.759,purines
3537,D27.505.954.427.700.872.331,antipsychotic_agents
3538,D03.633.300.148,carbazoles
3539,unknown,carvedilol
3540,unknown,dyskinesia
3541,D02.092.063.624,propanolamines
3542,D12.776.556.579.374.375.140,electron_transport_complex_i
3543,unknown,septic
3544,unknown,simendan
3545,G05.365.590.060,base_pair_mismatch
3546,Z01.586.407,korea
3547,G05.360.340.024.850.500,microsatellite_repeats
3548,D12.776.260.540.500,mutl_protein_homolog_1
3549,D12.776.624.664.700.130,muts_homolog_2_protein
3550,C02.928.725,papillomavirus_infections
3551,C07.465.815.718,salivary_gland_neoplasms
3552,C02.928,tumor_virus_infections
3553,D01.552.544.165.500.300,cesium_radioisotopes
3554,E02.186,combined_modality_therapy
3555,D27.505.954.600,radiation-sensitizing_agents
3556,N06.850.520.830.600.200,bayes_theorem
3557,D03.633.100.150.266,chromones
3558,D23.529.374.750.625,tnf-related_apoptosis-inducing_ligand
3559,C16.131.850.525.164,cleft_lip
3560,C16.131.850.525.185,cleft_palate
3561,D12.776.930.440,msx1_transcription_factor
3562,Z01.107.567.875.500.500,maryland
3563,C18.452.648.398.641.509,neuronal_ceroid-lipofuscinoses
3564,D02.092.782.258.651,phenylenediamines
3565,C18.452.648.595.554.825.300.300.840,tay-sachs_disease
3566,G05.113.220.625,chromosome_segregation
3567,B01.650.700,rhodophyta
3568,D08.811.682.690.708.961,vitamin_k_epoxide_reductases
3569,D03.383.129.385,isoxazoles
3570,D08.811.913.050.200.500,gamma-glutamyltransferase
3571,D08.811.520.224.125.050,adenosylmethionine_decarboxylase
3572,D08.811.682.664.249,amine_oxidase_(copper-containing)
3573,D02.455.426.559.389.657.654.158,anisoles
3574,B01.300.381.128,botrytis
3575,B01.650.940.800.575.912.250.583.520.647.500,ocimum_basilicum
3576,unknown,volatile
3577,A01.923.047,abdomen
3578,G07.345.500.550.500.700,pupa
3579,A02.880,tendons
3580,G05.360.340.024.340.825,transgenes
3581,unknown,p16
3582,C04.557.465.330,germinoma
3583,D12.776.930.130,beta_catenin
3584,E05.225,constriction
3585,N02.421.585.753.374.500,operative_time
3586,C26.915.650,peripheral_nerve_injuries
3587,A08.800.800.720.450.760,sciatic_nerve
3588,D08.811.682.608.191,cytochrome_reductases
3589,D09.408.051.059.200,daunorubicin
3590,E05.196.922.250,colorimetry
3591,A14.549.167.900.260,dental_pulp
3592,A11.436.294.092,insulin-secreting_cells
3593,A14.549.167.646.771,periodontal_ligament
3594,G10.549.820,tooth_exfoliation
3595,unknown,deciduous
3596,D02.455.426.559.389.023,benzene
3597,N06.230.132.644.124,biofuels
3598,D20.749.354,coal_tar
3599,D04.615,polycyclic_aromatic_hydrocarbons
3600,A08.186.211.730.317.826.701.444,geniculate_bodies
3601,E05.723.729,photic_stimulation
3602,D12.776.930.127.765,proto-oncogene_proteins_c-fos
3603,A08.186.211.730.317.357.342.625,suprachiasmatic_nucleus
3604,D12.776.930.125,basic_helix-loop-helix_transcription_factors
3605,G03.458.500,lipolysis
3606,B01.650.940.800.575.912.250.812.666.249,kava
3607,D12.776.930.127.737,nf-e2-related_factor_2
3608,A16.142,branchial_region
3609,unknown,nlr_family
3610,unknown,pyrin_domain-containing_3_protein
3611,A11.284.835.859,synaptosomes
3612,B01.050.150.900.649.313.992.635.075.250.630,phodopus
3613,D03.383.742.175,dipyridamole
3614,A07.231.114.565,mesenteric_arteries
3615,C16.614.694,persistent_fetal_circulation_syndrome
3616,A07.231.114.715,pulmonary_artery
3617,D12.776.476.556.500,phospholipase_c_beta
3618,A11.671.784,purkinje_cells
3619,E05.059,autoanalysis
3620,E01.390,early_diagnosis
3621,D12.776.631.630,neurofilament_proteins
3622,C16.320.099.037,activated_protein_c_resistance
3623,G09.188.105,blood_cell_count
3624,D23.119.300,factor_v
3625,G14.440,intraocular_pressure
3626,D23.113.475,lupus_coagulation_inhibitor
3627,C14.907.760,retinal_vein_occlusion
3628,C15.378.925,thrombophilia
3629,G02.216.400,linear_energy_transfer
3630,G08.686.784.310,gametogenesis
3631,A18.024.249.500.249.500,pollen
3632,unknown,tfii
3633,E02.319.162,chemoprevention
3634,unknown,lycopene
3635,D02.712,organoselenium_compounds
3636,unknown,elliptocytosis
3637,unknown,hereditary
3638,unknown,spherocytosis
3639,D27.505.954.427.700.872.015,anti-anxiety_agents
3640,D03.633.100.079.080,benzodiazepines
3641,unknown,clobazam
3642,F04.669.224.300,electroconvulsive_therapy
3643,I02.233.543,physical_education_and_training
3644,B03.660.050.663.050.010,acetobacter
3645,D13.695.827.068.382,coenzyme_a
3646,D02.241.755.812,pyruvates
3647,D02.241.081.337.759,succinates
3648,E03.155,anesthesia
3649,D27.505.519.162,angiotensin_receptor_antagonists
3650,G08.852.179,diuresis
3651,D03.383.129.617,tetrazoles
3652,G08.852.880,urination
3653,G08.852.898,urodynamics
3654,D12.776.512.249,lim-homeodomain_proteins
3655,G05.365.590.175.595,mosaicism
3656,E02.831.535.468,electric_stimulation_therapy
3657,G08.686.841.249.500,menopause
3658,A02.835.232.043.650.883,tibia
3659,D01.248.497.158,anions
3660,D03.383.725.762.621,paraquat
3661,D06.472.334.851.968.937,androsterone
3662,D27.505.954.557.500.202,anticholesteremic_agents
3663,D12.776.543.585.450.250.875.484,electron_transport_complex_iv
3664,D08.811.682.664.500.398,glutamate_dehydrogenase
3665,D08.811.682.690.416.722,tryptophan_oxygenase
3666,G05.360.340.024.380,genetic_loci
3667,B01.650.940.800.575.912.250.859.937.500.625.375,prunus_armeniaca
3668,G15.840,self-incompatibility_in_flowering_plants
3669,E07.079,atmosphere_exposure_chambers
3670,G02.740,photochemical_processes
3671,D02.886.520,sulfides
3672,D23.050.327.045.060,adenovirus_e2_proteins
3673,unknown,docetaxel
3674,unknown,mdr
3675,E02.095.601,oncolytic_virotherapy
3676,D02.455.849.291.850,taxoids
3677,E05.624.850,xenograft_model_antitumor_assays
3678,D12.776.930.127.124.937,y-box-binding_protein_1
3679,C16.320.798,polycystic_kidney_diseases
3680,D12.776.543.585.400.901.777,trpp_cation_channels
3681,unknown,surgical_procedures
3682,unknown,operative
3683,D12.776.543.585.200,amino_acid_transport_systems
3684,unknown,neutral
3685,unknown,microbial
3686,B03.660.075.525.520.400,neisseria_gonorrhoeae
3687,D12.776.930.211.750,e2f3_transcription_factor
3688,unknown,resting_phase
3689,G05.226.880,s_phase
3690,L01.224.160.500,molecular_dynamics_simulation
3691,C23.300.306,cysts
3692,C11,eye_diseases
3693,A09.371.337,eyelids
3694,G08.686.702.500,lactation
3695,B01.050.500.500.294.400.500.100.108,ascaris
3696,D08.811.520.224.062.400,fructose-bisphosphate_aldolase
3697,D12.776.744.770,retinoblastoma_protein
3698,B01.300.930.720,schizosaccharomyces
3699,D03.383.725.705.768,streptonigrin
3700,D13.570.685.705,thymidine
3701,D13.570.800.892,uridine
3702,D23.529.374.440.890.275,interferon-beta
3703,D02.455.426.559.389.127.020,aminobenzoates
3704,D03.383.725.676.925.750,pyridoxamine
3705,D12.125.190.350,gamma-aminobutyric_acid
3706,C20.111,autoimmune_diseases
3707,D23.050.550.480.330,cardiolipins
3708,C23.550.288.500,syndrome
3709,D08.811.399.325.500.700,nima-interacting_peptidylprolyl_isomerase
3710,D12.776.476.561,protein_phosphatase_2
3711,G04.085.100,autocrine_communication
3712,C23.300.122,blister
3713,D12.776.930.318.500,hepatocyte_nuclear_factor_1
3714,D12.776.930.318.500.500,hepatocyte_nuclear_factor_1-alpha
3715,N05.300.100,attitude_of_health_personnel
3716,E04.928.220,cardiac_surgical_procedures
3717,H02.403.429.163,cardiology
3718,unknown,mb_form
3719,E04.928.220.520,myocardial_revascularization
3720,E07.695.750,stents
3721,D12.776.220.525.825.925,troponin_i
3722,C19.344.421,pancreatic_neoplasms
3723,E01.370.384.730,radionuclide_imaging
3724,F04.570.200,convulsive_therapy
3725,G01.358.500.249,electricity
3726,D03.383.725.547.475,niacin
3727,D03.383.725.547,nicotinic_acids
3728,F04.570.630,psychosurgery
3729,D27.720.470.410.210,cross-linking_reagents
3730,D12.776.785,prions
3731,G02.111.688.501.500,protein_renaturation
3732,B03.510.460.400.400.790,thermoanaerobacter
3733,G09.188.105.595.500.150,cd4_lymphocyte_count
3734,N06.850.520.308.985.550.250,cause_of_death
3735,C20.673.480,hiv_infections
3736,B04.820.650.589.650.350.410,hiv-2
3737,N02.421.585.400,hospitalization
3738,J02.500.631,micronutrients
3739,unknown,infectious
3740,G06.920.850,viral_load
3741,F02.463.785.373.173,avoidance_learning
3742,D03.633.100.079.080.070.216,diazepam
3743,G07.690.773.968.310,drug_antagonism
3744,unknown,hexachlorocyclohexane
3745,F02.463.425.874.500,maze_learning
3746,D06.472.334.851.687.500,pregnenolone
3747,D08.811.682.047.820.150,3-hydroxyacyl_coa_dehydrogenases
3748,E05.200.124.100.350,glucose_clamp_technique
3749,D08.811.682.657.163.750,glyceraldehyde-3-phosphate_dehydrogenases
3750,D08.811.913.400.450.460.400.186,glycogen_phosphorylase
3751,G07.690.773.984.617,insulin_resistance
3752,D13.695.827.068.382.300.500,malonyl_coenzyme_a
3753,unknown,fast-twitch
3754,unknown,slow-twitch
3755,unknown,zucker
3756,D08.811.682.660.150,acyl-coa_dehydrogenases
3757,D12.776.556.579.374.375.141,electron_transport_complex_ii
3758,unknown,two-dimensional
3759,C19.391.119.309,gonadal_dysgenesis
3760,unknown,"46,xy"
3761,D12.776.930.823.049,sex-determining_region_y_protein
3762,E05.301,electrochemical_techniques
3763,D02.442,hydrazines
3764,D27.505.954.427.140,anti-obesity_agents
3765,A08.186.211.730.317.357.352.081,arcuate_nucleus_of_hypothalamus
3766,G04.325,cell_size
3767,D02.241.223.200,cinnamates
3768,D02.455.426.392.368.367,cyclohexanes
3769,A08.186.211.730.317.357,hypothalamus
3770,unknown,obese
3771,unknown,o-(chloroacetylcarbamoyl)fumagillol
3772,unknown,inbred_oletf
3773,G11.561.790.724,taste
3774,D13.695.827.068.180,adenosine_monophosphate
3775,D09.894.480,inositol_phosphates
3776,unknown,epigenesis
3777,D08.811.913.225.500.500,glutathione_s-transferase_pi
3778,N06.850.460.350.850,radiation_exposure
3779,D23.529.812.654,kininogens
3780,D02.455.849.575,monoterpenes
3781,E05.200.124,clinical_chemistry_tests
3782,J01.637.051.223.716,sodium_fluoride
3783,E05.200.998,specimen_handling
3784,D12.776.930.127.061.500,activating_transcription_factor_1
3785,D20.777.162,cell_extracts
3786,D12.776.930.127.184,cyclic_amp_response_element-binding_protein
3787,G02.171,crystallization
3788,E05.200.750.600.620.260.400,freeze_etching
3789,D08.811.913.225.750,riboflavin_synthase
3790,J02.500.375.400.300,cottonseed_oil
3791,E05.196.712.516.600,fluorometry
3792,G12.450.050.400.070,antigen_presentation
3793,unknown,dermatophagoides
3794,D12.776.093,arthropod_proteins
3795,E05.927.100.500,bronchoalveolar_lavage_fluid
3796,B01.050.500.131.617.140,cockroaches
3797,D23.050.705.552.410,histocompatibility_antigens_class_ii
3798,B01.050.500.131.166.132.419.600,pyroglyphidae
3799,A01.378.800.090,axilla
3800,unknown,ductal
3801,A01.236,breast
3802,A15.382.520.604.412,lymph_nodes
3803,unknown,differentiation
3804,unknown,myelomonocytic
3805,A07.231,blood_vessels
3806,B01.050.150.900.649.313.988.400.112.199.120.510.560,macaca_nemestrina
3807,C22.735.500.850,simian_acquired_immunodeficiency_syndrome
3808,A08.186.211.730.317.826,thalamus
3809,D02.455.526.439.880,tetrachloroethylene
3810,D02.455.526.439.939,trichloroethylene
3811,D10.251.355.325.190,capsaicin
3812,unknown,afferent
3813,D12.776.631.650.405.700.875,somatostatin
3814,D23.529.812.900.866,substance_p
3815,D02.092.782.258.368,ethylenediamines
3816,D02.491,imines
3817,C19.053.800.367,cushing_syndrome
3818,D12.776.503.311,mannose-binding_lectins
3819,D27.505.954.427.575,neuroprotective_agents
3820,C10.668.829.500.675,sciatic_neuropathy
3821,E05.601.555.500,single_molecule_imaging
3822,G02.111.080,base_composition
3823,unknown,crossing_over
3824,F01.470.132,anxiety
3825,C23.888.592.350.350,hyperkinesis
3826,G11.427.410.698,motor_activity
3827,D12.776.543.695.054.600.110,colistin
3828,D12.776.543.695.054.600,polymyxins
3829,A10.165.382,cartilage
3830,A04.531.449,nasal_cavity
3831,D12.776.395.650,proteoglycans
3832,D03.605.869.388,cocaine
3833,A08.186.211.730.885.287.249.487.775.500,nucleus_accumbens
3834,D04.615.638.945,propranolol
3835,B01.050.150.900.493.817.750.825,trout
3836,B01.650.940.800.575.912.250.859.937.406.633,morus
3837,A11.443.240.497.480,k562_cells
3838,B01.050.150.900.649.313.992.635.075,arvicolinae
3839,B01.050.150.900.649.313.992,rodentia
3840,unknown,hemorrhagic
3841,D27.505.954.411.793,vasoconstrictor_agents
3842,G03.040,acylation
3843,D10.570.755.375.760,phosphatidic_acids
3844,D23.050.161.616.797,teichoic_acids
3845,D03.383.129.539,pyrazoles
3846,N06.850.780.680.310,immunization
3847,unknown,passive
3848,D12.776.377.715.548.114.619.026,immunoglobulin_a
3849,C01.252.410.040.552.846,tuberculosis
3850,D12.776.664.235.400.600.300,hmgb1_protein
3851,D27.505.519.389.755,protein_kinase_inhibitors
3852,D12.776.543.750.705.910.500.400,toll-like_receptor_4
3853,unknown,anti-idiotypic
3854,D12.776.377.715.548.680.650,immunoglobulin_fab_fragments
3855,D12.776.377.715.548.797.590,immunoglobulin_joining_region
3856,D23.529.374.465.202,interleukin-5
3857,unknown,inbred_dba
3858,D12.776.930.780.904,positive_regulatory_domain_i-binding_factor_1
3859,B03.660.050.730.024.500,agrobacterium_tumefaciens
3860,D12.776.543.585.450.074,anion_transport_proteins
3861,D02.886.645.600.055.050.510.300,ethyl_methanesulfonate
3862,D08.811.464.259.850.500,glutathione_synthase
3863,B01.650.940.800.575.912.250.157.644,nasturtium
3864,D12.776.157.170,fatty_acid-binding_proteins
3865,G03.458.249,lipogenesis
3866,D12.776.826.194,liver_x_receptors
3867,D12.776.930.645,orphan_nuclear_receptors
3868,D12.776.157.464.500.500,perilipin-1
3869,D12.776.930.840.500,stat5_transcription_factor
3870,D08.811.682.690.708.392.625,stearoyl-coa_desaturase
3871,D02.078.370.141,biguanides
3872,D02.675.276.190,cetrimonium_compounds
3873,D02.078.370.141.100,chlorhexidine
3874,unknown,colony_count
3875,N06.850.360,drug_contamination
3876,E05.916.350,drug_storage
3877,B03.660.250.150.170,enterobacter
3878,N02.278.421,hospitals
3879,I02.903,teaching
3880,B03.660.250.150.400,klebsiella
3881,D01.857.750,sodium_hypochlorite
3882,N06.850.425.450,water_microbiology
3883,D12.776.780.400,chorionic_gonadotropin
3884,D02.455.849.291.300,colforsin
3885,A07.231.114.228,cerebral_arteries
3886,C10.228.140.546.399.750,migraine_disorders
3887,G11.427.565,muscle_tonus
3888,D03.383.725.050,aminopyridines
3889,D03.383.725.050.440,methapyrilene
3890,unknown,inbred_f344
3891,D13.570.800.096.262,s-adenosylhomocysteine
3892,D13.570.800.096.264,s-adenosylmethionine
3893,D08.811.913.817.400.300,arylsulfotransferase
3894,D08.811.913.400.450.480,glucuronosyltransferase
3895,unknown,spheroids
3896,unknown,cellular
3897,B01.050.150.900.649.313.750.600.575.350,ferrets
3898,D27.505.519.389.745.705,proteasome_inhibitors
3899,B01.650.940.800.575.912.250.401,fabaceae
3900,D08.811.682.667.076,ferredoxin-nadp_reductase
3901,unknown,agammaglobulinaemia_tyrosine_kinase
3902,D08.811.913.696.445.735.720.249,dead-box_rna_helicases
3903,C15.378.190.625,myelodysplastic_syndromes
3904,D01.552.544.062,barium
3905,C06.405.469.491.307.180,colonic_neoplasms
3906,unknown,ras
3907,C17.800.882,skin_neoplasms
3908,A07.541.560,heart_ventricles
3909,G07.775.750.750,protein_carbonylation
3910,N04.452.677.650.375,work_schedule_tolerance
3911,E05.196.344,deuterium_exchange_measurement
3912,N06.230.300.100.725.525.400,infrared_rays
3913,A11.436.107,ameloblasts
3914,G07.345.500.325.377.750.190,amelogenesis
3915,A14.549.167.900.720.265,enamel_organ
3916,J01.637.153,ceramics
3917,G02.734,phase_transition
3918,A10.336.707,prostate
3919,C12.294.565.500,prostatic_hyperplasia
3920,G07.203.650.161,animal_nutritional_physiological_phenomena
3921,G08.686.784.769.498.300,litter_size
3922,D27.720.470.530.600.223,dna_probes
3923,C19.344.421.249.500,insulinoma
3924,D02.455.849.291.500.510.700,"phorbol_12,13-dibutyrate"
3925,D03.383.725.518,nicotine
3926,C07.465.714.533,periodontitis
3927,A10.165.265.746,periosteum
3928,D10.251.122,caprylates
3929,G03.225,decarboxylation
3930,E05.301.250,electrolysis
3931,D02.455.526.510.435,fluorocarbons
3932,G03.360,halogenation
3933,unknown,atorvastatin
3934,D10.251.450,heptanoic_acids
3935,C18.452.584.500.500,hyperlipidemias
3936,D03.633.100.786.830.333,ketanserin
3937,D03.633.100.786.750,prazosin
3938,G05.360.080.689.360,gene_regulatory_networks
3939,G03.493.750,protein_interaction_maps
3940,D10.570.755.375.760.400.942.625.900,"phosphatidylinositol_4,5-diphosphate"
3941,D12.776.543.585.937.750.500,sodium-bicarbonate_symporters
3942,D02.455.426.559.389.657.654.305.500,clofibric_acid
3943,D08.811.913.050.134.415.500,histone_acetyltransferases
3944,G08.686.617,menstruation
3945,D12.776.930.780.625.400,nuclear_receptor_co-repressor_2
3946,D12.776.930.617.100,nuclear_receptor_coactivator_1
3947,G08.852.357,glomerular_filtration_rate
3948,D13.695.578.424.337,morpholinos
3949,D26.310.048,aminophylline
3950,D02.092.063.291.905,terbutaline
3951,G08.686.210,fertility
3952,unknown,parenteral
3953,N06.850.520.308.985.775,pregnancy_rate
3954,D03.383.725.394.582,isoniazid
3955,D03.383.725.394,isonicotinic_acids
3956,D02.033.755,propanols
3957,D23.101.100.894.101,cd5_antigens
3958,unknown,pair_14
3959,unknown,pair_18
3960,unknown,heavy_chain
3961,D12.776.377.715.548.705.750,immunoglobulin_light_chains
3962,unknown,follicular
3963,D23.101.140.500,neprilysin
3964,D12.776.930.715,proto-oncogene_proteins_c-bcl-6
3965,D23.529.930.500,jagged-1_protein
3966,D23.529.930,serrate-jagged_proteins
3967,C04.588.443,head_and_neck_neoplasms
3968,N06.850.520.830.600.600,odds_ratio
3969,D03.633.100.150,benzopyrans
3970,D02.241.400,esters
3971,unknown,peptide_chain_initiation
3972,unknown,translational
3973,G02.111.780,rna_stability
3974,unknown,untranslated
3975,D08.811.277.656.224,cathepsins
3976,C23.550.355,fibrosis
3977,unknown,platelet-derived_growth_factor_beta
3978,unknown,clinical_trials
3979,unknown,phase_ii_as_topic
3980,D09.408.051.059.200.175.200,epirubicin
3981,D12.776.476.075.437,inhibitor_of_apoptosis_proteins
3982,unknown,survivin
3983,D12.644.937.500,trefoil_factor-1
3984,unknown,cd19
3985,A15.382.520.604.580,palatine_tonsil
3986,C17.800.862.875,takayasu_arteritis
3987,C16.320.099.920,von_willebrand_diseases
3988,A11.436.613,melanocytes
3989,D12.776.624.664.700.204.200,proto-oncogene_proteins_b-raf
3990,D12.776.624.664.700.204.500,proto-oncogene_proteins_c-raf
3991,B01.050.500.131.365,crustacea
3992,unknown,dietary
3993,J02.500.850.800.500.750,soybean_proteins
3994,D20.215.784.750.910,sunflower_oil
3995,unknown,lethal
3996,D12.125.166.676.620,methionine_sulfoximine
3997,D08.811.277.656.300.887.375,cop9_signalosome_complex
3998,D12.776.167.175,cullin_proteins
3999,G03.143.500,ion_transport
4000,A13.869.804,rumen
4001,D02.455.526.439.150,carbon_tetrachloride
4002,D03.633.100.759.758.824.651.700,pentoxifylline
4003,E07.305.250.500,microelectrodes
4004,H01.158.273.180.800,systems_biology
4005,A16.254.750,extraembryonic_membranes
4006,A11.284.420,inclusion_bodies
4007,C16.320.400.780.875.500,machado-joseph_disease
4008,G05.360.340.024.850.500.850,trinucleotide_repeats
4009,D01.496.868,sulfur_isotopes
4010,D12.776.543.250,dystrophin
4011,D12.776.543.985,utrophin
4012,C14.280.238.190,chagas_cardiomyopathy
4013,H01.158.273.688,parasitology
4014,unknown,chemokine
4015,B01.268.475.868.887.140,trypanosoma_cruzi
4016,D10.251.500,lauric_acids
4017,D01.552.544.305,germanium
4018,D12.776.556.579.374.375.275.725,rubredoxins
4019,C13.351.968.419.570.363,glomerulonephritis
4020,D10.251.355.325.600.525,oleic_acid
4021,D10.251.355.325.600,oleic_acids
4022,D10.570.755.375.760.400.840,phosphatidylethanolamines
4023,D08.811.277.151.486.075,adenosine_deaminase
4024,D08.811.913.696.620.010,adenosine_kinase
4025,G08.686.320,gestational_age
4026,D08.811.913.400.725.800,purine-nucleoside_phosphorylase
4027,D12.776.580.216.210.590.750,chaperonin_60
4028,D12.776.765.199.750.750,photosynthetic_reaction_center_complex_proteins
4029,D12.776.395.690,serum_amyloid_p-component
4030,N06.850.420,environmental_medicine
4031,D12.776.543.585.250.200,connexin_43
4032,A11.284.430.106.279.692.630,nuclear_pore
4033,G03.143.850,rna_transport
4034,unknown,salt_tolerance
4035,C02.256.466.245,cytomegalovirus_infections
4036,unknown,beta-2
4037,A08.800.050.800,sympathetic_nervous_system
4038,G06.920.925.940,virus_activation
4039,D02.047.407,formaldehyde
4040,D02.455.426.559.389.657.410.595,salicylates
4041,B01.650.940.800.575.912.250.157.200.249,brassica_napus
4042,A11.284.430.214.190.875.700.140,chloroplasts
4043,B01.300.930.176.326,candida_albicans
4044,C08.127.210,bronchial_hyperreactivity
4045,E01.370.386.700.125,bronchial_provocation_tests
4046,C09.603.799,rhinitis
4047,unknown,allergic
4048,unknown,perennial
4049,D02.455.426.559.389.150.700.900.775,raloxifene_hydrochloride
4050,B01.650.940.800.575.912.250.157.175,armoracia
4051,B04.715.464.100,caulimovirus
4052,E05.200.124.100.100,blood_gas_analysis
4053,C14.907.253.092,brain_ischemia
4054,D23.050.290.625,ku_autoantigen
4055,C20.683.515.528.600,precursor_cell_lymphoblastic_leukemia-lymphoma
4056,D03.633.100.786.925,trimetrexate
4057,G04.270,cell_respiration
4058,D12.776.575.750,mitochondrial_membrane_transport_proteins
4059,G02.723,permeability
4060,D08.811.913.400.725.115,adp_ribose_transferases
4061,D23.946.123.179,botulinum_toxins
4062,D12.776.543.325,heterotrimeric_gtp-binding_proteins
4063,D23.946.896.980.690,pertussis_toxin
4064,B03.660.075.090.344.425,bordetella
4065,D02.033.755.600,1-propanol
4066,D02.355.601.620,methoxyflurane
4067,D12.776.624.776.355.300,cyclin-dependent_kinase_inhibitor_p18
4068,C04.557.580.625.600.590.500,medulloblastoma
4069,D12.776.624.776.633.500,patched-1_receptor
4070,B01.300.107.800.629.564,neurospora_crassa
4071,D13.695.827.919.600.677.375,uridine_diphosphate_glucuronic_acid
4072,D12.776.660.502.100,alpha_karyopherins
4073,D02.033.455.125,butylene_glycols
4074,C18.452.394.937,glycosuria
4075,unknown,inbred_bb
4076,A11.284.180.700,pseudopodia
4077,D12.776.543.585.400.901.555,trpm_cation_channels
4078,unknown,laboratory
4079,D03.383.129,azoles
4080,L01.224.230.260,computers
4081,unknown,electronic_data_processing
4082,D02.886.489.472,mercaptoethylamines
4083,D02.092.570.665,oximes
4084,D02.522.818,propiophenones
4085,N06.850.810.300.360,radiation_injuries
4086,D02.948.898,thiourea
4087,D12.776.476.250.067,cdc2-cdc28_kinases
4088,D12.776.476.262.100,cyclin_a
4089,D12.776.476.250.323,cyclin-dependent_kinase_2
4090,G05.200.230,dna_fragmentation
4091,D13.695.740.850.210,deoxyuracil_nucleotides
4092,unknown,membranous
4093,unknown,pair_6
4094,C11.768.717,retinal_neoplasms
4095,E01.370.405.240,electrocardiography
4096,D12.776.124.125.662.537,streptokinase
4097,A09.371.729.313,fundus_oculi
4098,A11.671.650.915.937.670.100,retinal_cone_photoreceptor_cells
4099,C11.768.585,retinal_degeneration
4100,C16.320.290.660,retinal_dysplasia
4101,C01.703.080,aspergillosis
4102,B01.300.381.081.295,aspergillus_fumigatus
4103,E05.799.256,autoradiography
4104,D27.505.954.122.388.077.088.420,hiv_protease_inhibitors
4105,D03.383.129.708.653,ritonavir
4106,unknown,peptide_chain_elongation
4107,unknown,amino_acyl
4108,D02.540.576.500.750,antimycin_a
4109,D23.767.405,flavins
4110,G08.686.784.769.455,maternal-fetal_exchange
4111,C18.654.521.500.133.699.713,riboflavin_deficiency
4112,unknown,diabetes
4113,unknown,gestational
4114,C23.550.429,hyperbilirubinemia
4115,D03.633.300.704,phenazines
4116,G12.287.500,macrophage_activation
4117,C04.557.450.565.465.124,mast-cell_sarcoma
4118,unknown,tumor_necrosis_factor
4119,unknown,type_i
